Route,Location,Latitude,Longitude,URL
Strength of Steel (V2 2.6 10),Anvil Boulder,34.09439,-116.15423,https://www.mountainproject.com/route/106646534/strength-of-steel
False Ayatollah (V0 R 2.5 14),Ayatollah Boulder,33.98814,-116.16099,https://www.mountainproject.com/route/106047143/false-ayatollah
"Tush (V0- 1.8 25) 
 Bodacious Rail (V1 2.0 20) 
 Sinfully Delicious (V-easy 1.4 15)",Chocolate Boulder 2,34.06265,-116.22639,https://www.mountainproject.com/route/105789824/tush
"Joker (V1 2.2 18) 
 Deuce (V-easy 1.6 12) 
 Ace (V-easy 1.4 11)",Black Lichen Boulder,33.98603,-116.15961,https://www.mountainproject.com/route/106039404/joker
"Sidekick (V-easy 1.7 26) 
 Squirt (V0 1.7 15) 
 Amigo (V-easy 1.5 18)",Sidekick Boulder,34.00036,-116.14668,https://www.mountainproject.com/route/106152719/sidekick
"Weenie Roast (V2 2.3 14) 
 Weenie Arete (V0+ 1.8 13)",Campfire Circle Boulder,34.017,-116.16083,https://www.mountainproject.com/route/106295993/weenie-roast
Sign Problem (V0 2.1 17),Entrance Boulder,34.01256,-116.16836,https://www.mountainproject.com/route/106143769/sign-problem
Scratch-N-Sniff (V1 2.3 13),Scratch-N-Sniff Boulder,34.07647,-116.24317,https://www.mountainproject.com/route/105790176/scratch-n-sniff
"Unnamed Variation (V2 2.3 13) 
 Unnamed (V0+ 1.5 19)",No Name Boulder,34.02853,-116.14534,https://www.mountainproject.com/route/106345847/unnamed-variation
"Maverick (V0 2.2 15) 
 Diamond in the Rough (V-easy 1.9 18) 
 Renegade (V0 2.1 10)",Maverick Boulder,33.98595,-116.15924,https://www.mountainproject.com/route/106045651/maverick
Small World (V-easy 2.0 21),Small World Boulder,33.9862,-116.16,https://www.mountainproject.com/route/106736726/small-world
Interceptor (V0 2.1 15),Interceptor Boulder,34.01191,-116.15107,https://www.mountainproject.com/route/106045780/interceptor
Belly Roll (V1 2.1 15),Belly Roll Boulder,34.01217,-116.16226,https://www.mountainproject.com/route/106126621/belly-roll
"Unnamed V0 (V0 2.1 15) 
 Unnamed .6 (V-easy 1.5 14)",The Pig Sty,34.01398,-116.15439,https://www.mountainproject.com/route/114429393/unnamed-v0
